ID_REDUTOR_VELOCIDADE;NUM_PROJETO_OPERACIONAL;ENDERECO_REFERENCIA;BAIRRO;REFERENCIA_LOCALIZACAO;DATA_IMPLANTACAO;DATA_ULTIMA_MANUTENCAO;GEOMETRIA
5534;22-VHF-0015122-2012;AVE PERIMETRAL, 2657;DISTRITO INDUSTRIAL DO JATOBÁ;ENTRE RUA MANOEL PEREIRA JUNIOR E RUA DONA MILOCA;2012-06-28 00:00:00;;LINESTRING (601982.38 7787051.68, 601976.33 7787054.75)
5535;22-VHF-0066346-2012;RUA DAS PETUNIAS, 2669;LINDÉIA;ENTRE RUA ANTONIO CELESTINO DE OLIVEIRA E VDP OLIMPIO RODRIGUES DO PRADO;2013-02-01 00:00:00;;LINESTRING (599764.24 7790098.30, 599763.67 7790090.87)
4587;22-F-0000034-2007;RUA COLETORA, 235;VILA PINHO;ENTRE RUA SOLDADO JULIO VASCONCELOS E RUA CABO WELLINGTON DOS SANTOS;2010-08-16 00:00:00;;LINESTRING (601889.74 7788481.52, 601882.45 7788474.91)
4588;17-VHF-0016156-2009;RUA FLOR DAS PEDRAS, 235;JARDIM ALVORADA;ENTRE RUA ALIPIO DE MELO E RUA FLOR DO DIVINO;2011-12-05 21:00:00;2019-02-11 00:00:00;LINESTRING (606032.39 7798932.63, 606040.94 7798929.15)
4589;15-VHF-0023043-2013;RUA PROFESSOR EUCLYDES FERREIRA, 235;BURITIS;ENTRE RUA BOLIVAR FERREIRA DE MELO E RUA CRISTO REI;2014-11-25 00:00:00;;LINESTRING (607524.73 7791629.25, 607518.62 7791630.33)
4590;18-VHF-022440T-2017;RUA RIBEIRAO PRETO, 235;PIRATININGA;ENTRE RUA EUNICE BARBOZA DOS SANTOS E RUA TIRADENTES;2018-07-19 00:00:00;;LINESTRING (605364.52 7809039.27, 605360.38 7809044.85)
4591;18-VHF-304444T-2021;AVE JOSE LOPES MURADAS, 186;FLORAMAR;ENTRE RUA JOSE FERREIRA MAGALHAES E RUA SENADOR TEIXEIRA DA COSTA;2021-07-01 00:00:00;;LINESTRING (611551.50 7806357.72, 611540.17 7806352.50)
4592;;RUA MARATAIZES, 237;DOM BOSCO;ENTRE RUA PORANGA E RUA GUAPIRA;;;LINESTRING (604603.00 7798122.11, 604609.86 7798120.99)
4593;22-VHF-49863T-2017;RUA TRES RIOS, 222;PILAR;ENTRE RUA ITABORAI E RUA SAO JOAO DE MERITI;2018-11-04 00:00:00;2020-11-04 00:00:00;LINESTRING (607669.99 7788471.12, 607674.97 7788476.30)
4596;18-VHF-0051757-2013;RUA DOS COMANCHES, 240;SANTA MÔNICA;ENTRE RUA DOS MONDES E RUA DOS NAMBIQUARAS;2014-03-18 00:00:00;;LINESTRING (606800.79 7806809.36, 606796.79 7806803.95)
4597;18-VHF-0000038-2017;RUA ELCE RIBEIRO, 240;SÃO JOÃO BATISTA;ENTRE RUA ERICO VERISSIMO E RUA DUILIO PELEGRINO;2019-03-23 00:00:00;;LINESTRING (608491.59 7808100.75, 608498.28 7808094.83)
4598;26-VHF-0026371-2014;RUA PITT, 231;UNIÃO;ENTRE RUA EDSON E RUA JOHNSON;2015-07-06 00:00:00;;LINESTRING (612612.30 7801034.64, 612615.75 7801039.70)
4599;22-VHF-067608T-2018;RUA PROFESSORA DIRCE MARIA, 179;PETRÓPOLIS;ENTRE RUA CHAFARIZ E RUA ALFEU GONCALVES QUEIROGA;2019-05-22 00:00:00;;LINESTRING (601467.71 7786540.67, 601466.12 7786547.68)
4601;22-VHF-0010284-2011;RUA DANIEL JOSE DE CARVALHO, 241;BAIRRO NOVO DAS INDÚSTRIAS;ENTRE RUA VICENTE FERREIRA DE QUEIROZ E RUA JUNQUEIRA NETO;2011-06-01 00:00:00;;LINESTRING (604970.12 7791048.50, 604963.86 7791044.32)
4602;17-VHF-081373T-2018;RUA NORTE, 241;SANTA MÔNICA;ENTRE RUA CAMPISTA E RUA GUERRA JUNQUEIRO;2018-09-26 00:00:00;;LINESTRING (608011.34 7806773.32, 608018.57 7806773.87)
4603;22-VHF-0028439-2015;RUA CARIRI, 225;MILIONÁRIOS;ENTRE RUA ITIUBA E PCA DO RENO;2015-10-14 00:00:00;;LINESTRING (605074.42 7790235.42, 605072.56 7790241.22)
4605;;RUA INGLATERRA, 245;JARDIM LEBLON;ENTRE RUA CONCEICAO DE ITAPEMA E RUA SILVA XAVIER;;2012-05-24 00:00:00;LINESTRING (606101.99 7807318.69, 606109.06 7807319.47)
4606;22-VHF-0059252-2014;RUA ALBERTINO TEIXEIRA DIAS, 245;TEIXEIRA DIAS;ENTRE RUA EUSTAQUIO DE JESUS DO NASCIMENTO E RUA MARIA MARCOLINA SOUZA;2015-02-24 00:00:00;;LINESTRING (603053.92 7789039.80, 603049.13 7789046.87)
4607;18-VHF-0040382-2015;RUA CASTRO ALVES, 245;COPACABANA;ENTRE RUA POLONIA E RUA HOLANDA;2016-03-31 00:00:00;;LINESTRING (605757.43 7806476.45, 605758.07 7806469.86)
4608;22-VHF-0028369-2011;RUA MARIA ELIZABET PESSOA, 253;DIAMANTE;ENTRE RUA VICENTE DUTRA E RUA PEDRO PEREIRA ALVES;2011-09-27 00:00:00;2022-05-12 00:00:00;LINESTRING (601595.54 7789881.86, 601588.83 7789882.66)
4610;17-VHF-0000089-2011;RUA CARLOS GOES, 279;JARDIM MONTANHÊS;ENTRE RUA FIRMINO COSTA E RUA LEOPOLDO PEREIRA;2012-05-15 00:00:00;;LINESTRING (606670.86 7798510.67, 606673.77 7798504.74)
4611;;RUA JOSE OURIVIO, 149;CACHOEIRINHA;ENTRE RUA CONEGO SANTA APOLONIA E RUA MARECHAL TEIXEIRA LOTT;;2021-10-27 00:00:00;LINESTRING (610097.39 7801100.61, 610099.77 7801100.43, 610102.49 7801100.21)
4612;18-VHF-209893T-2020;RUA MARIA GERTRUDES SANTOS, 241;CÉU AZUL;ENTRE RUA RADIALISTA JOSE BALUARTE E RUA CORONEL JOAQUIM DOS SANTOS;2020-12-29 00:00:00;;LINESTRING (604746.92 7808334.60, 604750.32 7808344.39)
4613;18-VHF-075799T-2018;RUA AGENOR DE PAULA ESTRELA, 248;JAQUELINE;ENTRE RUA BIRI E RUA JOAO PEREIRA LIMA;2018-08-24 00:00:00;;LINESTRING (611023.24 7809529.43, 611016.77 7809526.25)
4614;22-VHF-0017112-2012;RUA ANA RAFAEL DOS SANTOS, 248;SANTA RITA;ENTRE RUA HERCILIO DIAS CAMPOS E RUA I;2012-06-28 00:00:00;;LINESTRING (601399.61 7787304.27, 601393.71 7787301.76)
4615;18-VHF-0021213-2010;RUA PEDRA DO MAR, 218;RIO BRANCO;ENTRE RUA GERALDO SILVA E RUA HEITOR SILVA;2010-10-14 00:00:00;;LINESTRING (606564.35 7808875.92, 606557.60 7808876.11)
4617;22-VHF-0000011-2009;RUA CORONEL DURVAL DE BARROS, 281;LINDÉIA;ENTRE RUA HORACIO BARROS E RUA RAFAEL TOBIAS;2009-03-11 00:00:00;;LINESTRING (598477.83 7790969.88, 598480.13 7790963.57)
4618;18-VHF-127265T-2019;RUA CORONEL JOAQUIM DOS SANTOS, 250;CÉU AZUL;ENTRE RUA LOURIVAL SOARES DE GOUVEA E RUA AVELINO GIAROLA;2021-01-14 00:00:00;;LINESTRING (604647.92 7807684.41, 604639.14 7807684.84)
4619;;RUA LAURO GOMES VIDAL, 388;DOM JOAQUIM;ENTRE RUA DOUTOR HAMILTON CARVALHO E RUA OLNEY BARREIRA;;2012-05-17 00:00:00;LINESTRING (613472.42 7801583.56, 613469.27 7801576.86)
4621;26-VHF-0069465-2012;RUA NOSSA SENHORA DE LORETO, 269;OURO MINAS;ENTRE RUA DOS ABADES E RUA SAO CIRINEU;2014-08-20 00:00:00;;LINESTRING (614301.62 7805251.78, 614295.28 7805255.04)
4624;26-VHF-0000099-2015;RUA SERRA DO SINCORA, 250;RIBEIRO DE ABREU;ENTRE RUA SERRA DOS ORGAOS E RUA VIRGEM;2016-02-03 23:00:00;;LINESTRING (615263.35 7807100.00, 615267.41 7807105.47)
4625;20-VHF-0047162-2015;RUA DEPUTADO MILTON SALES, 251;SÃO BENTO;ENTRE AVE PROFESSOR SYLVIO DE VASCONCELLOS E VDP DONA LELEIA CAVALCANTI;2018-03-14 00:00:00;;LINESTRING (609188.65 7792532.50, 609179.98 7792531.45)
5227;26-VHF-0007043-2014;RUA JOAO GUALBERTO FILHO, 760;SAGRADA FAMÍLIA;ENTRE RUA GERALDO MENEZES SOARES E RUA GERALDO FARIA DE SOUZA;2016-02-02 00:00:00;;LINESTRING (612543.98 7799220.12, 612536.84 7799221.21)
5228;18-VHF-0046312-2015;RUA NELSON HUNGRIA, 760;TUPI A;ENTRE RUA GIL MORAES DE LEMOS E RUA ZEQUINHA DE ABREU;2018-04-26 00:00:00;;LINESTRING (612858.30 7806187.79, 612856.00 7806195.53)
5229;18-VHF-174667T-2019;RUA CHEFLERA, 847;JULIANA;ENTRE RUA VAQUEIRO DO PANTANAL E RUA SALVIA;2021-11-24 00:00:00;;LINESTRING (611176.14 7808912.60, 611170.63 7808917.41)
5230;18-VHF-0038713-2012;RUA DOUTOR ALVARO CAMARGOS, 633;SÃO JOÃO BATISTA;ENTRE RUA DA GALERIA E RUA SANTO ANTONIO;2012-10-26 00:00:00;;LINESTRING (609286.40 7807686.47, 609297.63 7807681.88)
5232;22-VHF-0060727-2012;RUA AGUAS DA PRATA, 756;JATOBÁ;ENTRE RUA EMBU E RUA NINFA;2013-03-20 00:00:00;;LINESTRING (598988.38 7789112.96, 598993.65 7789107.01)
5233;17-VHF-174758T-2019;RUA TABATINGA, 740;ALTO DOS PINHEIROS;ENTRE RUA WILSON CAMARGOS BATISTA E TRV UM MIL DUZENTOS E NOVENTA;2020-03-27 00:00:00;;LINESTRING (604311.93 7795805.78, 604306.13 7795806.70)
5234;17-VHF-0078538-2008;RUA SOARES NOGUEIRA, 752;CAMARGOS;ENTRE RUA LUIZA EFIGENIA SILVA E RUA ITAUNENSE;;2010-01-07 00:00:00;LINESTRING (602761.26 7794697.68, 602764.85 7794698.56, 602767.21 7794699.17)
5236;;AVE PORTUGAL, 769;SANTA AMÉLIA;ENTRE AVE AUGUSTO VELOSO E RUA TAVARES DE MELO;;2022-06-04 00:00:00;LINESTRING (605950.75 7805515.47, 605944.51 7805506.69)
5237;22-VHF-0037289-2012;RUA DA OLARIA, 759;DIAMANTE;ENTRE RUA DONA MARIA SENHORA E RUA OITOCENTOS E QUARENTA E OITO;2013-03-07 00:00:00;;LINESTRING (602167.37 7788305.60, 602178.28 7788310.66)
5238;18-VHF-0000090-2007;RUA JOSE FELIX MARTINS, 778;MANTIQUEIRA;ENTRE PCA MANOEL BATISTA BAIA E RUA NOVENTA;2008-04-24 00:00:00;;LINESTRING (606415.19 7810489.17, 606403.36 7810488.01)
5239;18-VHF-0058038-2013;RUA SETE DE OUTUBRO, 795;JARDIM DOS COMERCIÁRIOS;ENTRE RUA PEROLA E RUA SERVIDAO;2014-03-13 00:00:00;;LINESTRING (607184.10 7811364.64, 607177.79 7811360.55)
5240;22-VHF-0018965-2010;RUA CAETANO PIRRI, 780;MILIONÁRIOS;ENTRE PCA NOSSA SENHORA APARECIDA E RUA DAVID FONSECA;2010-09-16 00:00:00;2018-08-31 00:00:00;LINESTRING (604270.44 7790187.65, 604264.30 7790198.34)
5242;17-VHF-0000020-2019;AVE ABILIO MACHADO, 809;DOM BOSCO;ENTRE RUA JOAO VIANA E RUA ARAGUA;2019-04-10 00:00:00;;LINESTRING (604845.32 7798269.40, 604833.48 7798266.68)
5244;22-VHF-0000015-2009;RUA BARAO DO MONTE ALTO, 790;CARDOSO;ENTRE RUA OSVALDO LIMA E SILVA E RUA ALEIXO LOURENCO DE GOUVEIA;2009-11-20 00:00:00;2023-03-24 00:00:00;LINESTRING (604004.31 7787827.98, 604013.91 7787829.69)
5245;18-VHF-0000036-2016;RUA JOAO GUALBERTO DOS SANTOS, 790;CÉU AZUL;ENTRE RUA RADIALISTA ROMEU BARBOSA E  ;2018-08-21 00:00:00;;LINESTRING (604436.42 7807387.07, 604441.53 7807380.62)
5246;18-VHF-0003821-2015;AVE GENERAL CARLOS GUEDES, 794;PLANALTO;ENTRE RUA RODRIGO OSORIO DE ANDRADE E RUA WILSON SOARES FERNANDES;2015-06-08 00:00:00;;LINESTRING (610327.92 7806510.19, 610330.33 7806509.30, 610335.05 7806507.56)
5247;19-VHF-0000843-2020;RUA ALINE, 796;PINDORAMA;ENTRE RUA MUQUICABA E RUA TRES MIL SEISCENTOS E OITENTA E NOVE;2020-12-02 17:00:00;;LINESTRING (602316.84 7798161.86, 602323.75 7798161.78)
5248;22-VHF-0042517-2010;RUA CRUZEIRO DO SUL, 796;MIRAMAR;ENTRE RUA GRANDE URSULA E RUA TRES MARIAS;2011-02-01 00:00:00;;LINESTRING (603488.72 7788896.87, 603497.51 7788899.62)
5250;;RUA GILBERTO FREIRE, 385;BONSUCESSO;ENTRE RUA CANTO DA PALMEIRA E RUA OPERA;;2021-06-13 00:00:00;LINESTRING (605974.10 7789335.58, 605979.26 7789343.96)
5251;;RUA GILBERTO FREIRE, 385;BONSUCESSO;ENTRE RUA CANTO DA PALMEIRA E RUA OPERA;;2012-06-18 00:00:00;LINESTRING (605974.10 7789335.58, 605979.26 7789343.96)
5252;19-VHF-0000382-2021;ALA DO IPE BRANCO, 800;SÃO LUÍZ;ENTRE ALA DOS COQUEIROS E ALA DAS PRINCESAS;2021-08-05 00:00:00;;LINESTRING (607967.37 7804039.01, 607970.35 7804029.88)
5254;;RUA EDGARD TORRES, 810;MINASCAIXA;ENTRE RUA MARIETA ALEXANDRINA DE MACEDO E RUA CAPITAO SERGIO PIRES;;2012-03-28 00:00:00;LINESTRING (609457.67 7809414.36, 609466.87 7809406.40)
5255;18-VHF-295439T-2021;RUA RUBENS DE SOUZA PIMENTEL, 801;MINASLÂNDIA;ENTRE RUA PEDRO BATISTA MARTINS E  ;2021-10-01 00:00:00;;LINESTRING (612266.09 7804949.45, 612264.09 7804954.11, 612263.37 7804955.78)
5257;;RUA MARIA AMELIA MAIA, 811;SÃO BERNARDO;ENTRE RUA DOS BENEDITINOS E RUA BELA VISTA;;2019-04-25 00:00:00;LINESTRING (610703.20 7805254.20, 610699.09 7805246.18)
5258;17-VHF-0040788-2013;RUA MARIANO PROCOPIO, 822;JOÃO PINHEIRO;ENTRE RUA CRUZ ALTA E RUA BACURI;2014-05-21 00:00:00;;LINESTRING (604729.19 7796273.96, 604733.13 7796279.50)
5259;;RUA ALFREDINA AMARAL, 812;VILA NOVA DOS MILIONÁRIOS;ENTRE BEC TRES MIL QUATROCENTOS E NOVENTA E NOVE E BEC TRES MIL QUATROCENTOS E NOVENTA E SETE;;2021-06-08 00:00:00;LINESTRING (604522.05 7790144.04, 604516.04 7790140.78)
5260;17-VHF-0000165-2022;RUA PROGRESSO, 813;PADRE EUSTÁQUIO;ENTRE RUA ITORORO E RUA RIACHUELO;2022-12-03 00:00:00;;LINESTRING (607112.58 7797469.73, 607120.61 7797469.41)
5261;16-VHF-0000108-2012;RUA JOAO GUALBERTO FILHO, 815;SAGRADA FAMÍLIA;ENTRE RUA GERALDO FARIA DE SOUZA E RUA GODOFREDO DE ARAUJO;2012-08-30 00:00:00;;LINESTRING (612549.10 7799292.79, 612555.73 7799291.65)
5262;17-VHF-0204562-2020;RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 817;GLÓRIA;ENTRE RUA TAIS E RUA FERNANDO DE NORONHA;2021-09-19 00:00:00;;LINESTRING (603952.22 7798687.37, 603959.21 7798689.17)
5264;;RUA DOUTOR SYLVIO MENICUCCI, 819;CASTELO;ENTRE RUA MINISTRO JORGE VARGAS E RUA MARIO MENDES CAMPOS;;;LINESTRING (604541.20 7800723.19, 604544.54 7800731.32)
5265;;RUA FRANCISCO DUARTE MENDONCA, 807;SANTA HELENA;ENTRE RUA JOSE PAULO SOUZA E RUA JOSE DOS SANTOS LAGE;;2021-04-20 00:00:00;LINESTRING (603140.44 7789388.76, 603130.24 7789384.86)
5266;26-VHF-0000034-2021;AVE JOAQUIM JOSE DINIZ, 825;FERNÃO DIAS;ENTRE RUA ELIAS SALOME E RUA FELIPE SILVESTRE;2021-10-08 00:00:00;;LINESTRING (613433.38 7801964.64, 613438.07 7801968.96)
5542;30-HF-0000018-2018;AVE PERIMETRAL, 2911;PETRÓPOLIS;ENTRE RUA DONA MILOCA E PCA PRESIDENTE CAFE FILHO;2018-12-28 00:00:00;;MULTILINESTRING ((601791.48 7786877.94, 601792.00 7786883.15, 601792.18 7786884.88), (601792.18 7786884.88, 601792.00 7786883.15, 601791.48 7786877.94))
5543;18-VHF-0066921-2014;RUA PADRE PEDRO PINTO, 2950;LETÍCIA;ENTRE RUA VIRGILIO DA COSTA CORREA E RUA ELISA DE CARVALHO POSSAS;2015-03-12 00:00:00;;LINESTRING (607242.38 7809876.04, 607242.94 7809882.57)
5544;;AVE COUNTRY CLUB DE BELO HORIZONTE, 3071;CIDADE JARDIM TAQUARIL;ENTRE RUA PROFESSOR NAVANTINO ALVES E RUA FAZENDA VISTA ALEGRE;;2017-11-03 00:00:00;LINESTRING (617358.61 7796071.82, 617363.50 7796067.14)
5545;;RUA DOS ASTECAS, 3090;SANTA MÔNICA;ENTRE RUA DOS MONDES E RUA DOS INCAS;;2022-12-09 00:00:00;LINESTRING (606972.41 7806850.50, 606976.43 7806854.41)
5546;20-VHF-106057T-2019;AVE ARTUR BERNARDES, 3108;VILA BARRAGEM SANTA LÚCIA;ENTRE   E BEC ITABIRA;2019-09-19 00:00:00;;LINESTRING (610340.17 7793404.18, 610352.49 7793400.17)
5547;;RUA DOS ASTECAS, 3177;SANTA MÔNICA;ENTRE RUA DOS COMANCHES E RUA DOS MONDES;;2022-12-09 00:00:00;LINESTRING (607044.34 7806819.12, 607043.70 7806817.48, 607042.04 7806813.25)
5549;26-VHF-300690T-2021;RUA ITAPETINGA, 3149;VILA INESTAN;ENTRE RUA JOSE CLETO E BEC GLUCINIO;2021-07-01 00:00:00;;LINESTRING (610044.64 7802185.42, 610047.81 7802184.12, 610048.03 7802184.03, 610048.49 7802183.84, 610052.38 7802182.24)
5552;22-HF-071949T-2018;AVE SENADOR LEVINDO COELHO, 3330;MANGUEIRAS;ENTRE RUA JOSE MARIA DO NASCIMENTO E RUA DOUTOR FRANCISCO SILVEIRA;2019-11-27 00:00:00;;MULTILINESTRING ((601133.77 7786964.26, 601128.26 7786962.74), (601128.26 7786962.74, 601133.77 7786964.26))
5553;22-VHF-0034382-2010;RUA DAS PETUNIAS, 3347;LINDÉIA;ENTRE AVE DOS JARDINS E RUA NICOMEDES JOSE DUARTE;2011-05-12 00:00:00;2014-10-08 00:00:00;LINESTRING (600374.28 7790247.87, 600370.39 7790241.11)
5554;;AVE SENADOR LEVINDO COELHO, 3366;MANGUEIRAS;ENTRE RUA JOSE MARIA DO NASCIMENTO E RUA DOUTOR FRANCISCO SILVEIRA;;2022-07-29 00:00:00;LINESTRING (601135.59 7786915.94, 601145.44 7786918.35)
5555;;RUA ANTONIO EUSTAQUIO PIAZZA, 3898;TIROL;ENTRE RUA DIRAMIR LOUREIRO E RUA RUBIO FERREIRA E SOUZA;;2022-04-05 00:00:00;LINESTRING (599959.37 7789338.42, 599962.37 7789335.85)
5556;22-VHF-0000056-2012;AVE SENADOR LEVINDO COELHO, 3990;MANGUEIRAS;ENTRE RUA DOUTOR FRANCISCO SILVEIRA E RUA CORONEL NEWTON BARBABELA;2012-06-28 00:00:00;2022-07-29 00:00:00;LINESTRING (601184.09 7786764.76, 601176.79 7786762.75)
5557;22-VHF-0032646-2015;AVE SENADOR LEVINDO COELHO, 4175;MANGUEIRAS;ENTRE RUA RUI BARBOSA DA SILVA E RUA GERALDO ROSA FILHO;2021-01-21 00:00:00;;LINESTRING (601210.48 7786655.85, 601203.42 7786653.59)
5558;22-HF-0000087-2018; , ;;ENTRE RUA RUBIO FERREIRA E SOUZA E RUA LUPERCIO PAIXAO;2019-01-30 00:00:00;;LINESTRING (599902.15 7789270.45, 599912.04 7789262.47)
5559;22-VHF-0007145-2011;AVE SENADOR LEVINDO COELHO, 3987;PETRÓPOLIS;ENTRE RUA RUI BARBOSA DA SILVA E RUA GERALDO ROSA FILHO;2011-06-02 00:00:00;2022-07-29 00:00:00;LINESTRING (601192.43 7786690.90, 601200.12 7786692.05)
5560;18-VHF-0061516-2015; , ;;ENTRE RUA REPUBLICA TCHECA E RUA REPUBLICA TCHECA;2019-01-16 00:00:00;;LINESTRING (607291.41 7810022.79, 607293.04 7810030.26)
5565;22-VHF-0000337-2010;AVE SENADOR LEVINDO COELHO, 4245;PETRÓPOLIS;ENTRE RUA CHRISTIANO MARTINS DA SILVA E RUA PROFESSORA DIRCE MARIA;2011-03-29 00:00:00;;LINESTRING (601244.87 7786514.10, 601253.76 7786516.35)
5566;18-VHF-077776T-2018;AVE VILARINHO, 4580;VILA SESC;ENTRE RUA ALBERTO AMBROSIO DOS SANTOS E RUA SIMONE;2020-07-16 00:00:00;;LINESTRING (607131.95 7810082.82, 607135.58 7810089.04)
8183;; , ;;ENTRE   E  ;;2024-05-07 00:00:00;LINESTRING (608541.76 7805608.15, 608540.08 7805601.43)
5568;22-VHF-0033668-2010;AVE SENADOR LEVINDO COELHO, 21;VILA INDEPENDÊNCIA I;ENTRE RUA B E AVE VICENTE PIMENTEL;2011-08-31 00:00:00;2022-07-29 00:00:00;LINESTRING (601353.42 7786256.01, 601355.68 7786260.70)
8182;17-VHF-0000087-2016; , ;;ENTRE   E  ;2017-07-20 21:00:00;;LINESTRING (608902.87 7805511.41, 608901.35 7805506.06)
5574;18-VHF-0030723-2015;AVE VILARINHO, 346;MANTIQUEIRA;ENTRE PCA JOAO ALVES E RUA MARIA MIRTES FIDELIS;2016-04-28 00:00:00;;LINESTRING (606404.68 7809992.54, 606407.79 7809999.36)
8181;;AVE PORTUGAL, 4791;ITAPOÃ;ENTRE RUA PORTO RICO E RUA DOMINICA;;;LINESTRING (609078.57 7805464.37, 609074.38 7805449.75)
5575;18-VHF-0031305-2015;RUA PADRE PEDRO PINTO, 5675;PIRATININGA;ENTRE   E RUA ITAPETINGA;2016-05-24 00:00:00;;LINESTRING (605972.64 7809954.10, 605972.91 7809959.80)
5577;18-VHF-0000070-2015;AVE VILARINHO, 5710;MANTIQUEIRA;ENTRE RUA MARIA MIRTES FIDELIS E RUA EMILIA MARZANO MATIAS;2015-08-04 00:00:00;;LINESTRING (606262.02 7810130.16, 606266.20 7810135.62)
5578;; , ;;ENTRE   E  ;;2012-08-31 00:00:00;MULTILINESTRING ((606020.23 7810206.66, 606022.56 7810199.61), (606027.98 7810183.23, 606030.36 7810176.01))
5579;;RUA PADRE PEDRO PINTO, 301;LAGOINHA LEBLON;ENTRE RUA IPANEMA E RUA TIJUCA;;2015-06-08 00:00:00;LINESTRING (605575.04 7809965.38, 605575.30 7809972.63)
5580;26-VHF-092242T-2018;RUA JACUI, 6415;SÃO GABRIEL;ENTRE RUA ARAUA E RUA SAO GREGORIO;2019-06-19 00:00:00;;LINESTRING (612541.55 7803331.07, 612539.54 7803333.47, 612539.21 7803333.86, 612538.91 7803334.22, 612536.97 7803336.55)
5581;;RUA JACUI, 6500;SÃO GABRIEL;ENTRE RUA ARAUA E RUA SAO GREGORIO;;2017-11-17 00:00:00;LINESTRING (612698.49 7803437.96, 612702.34 7803431.91)
5583;;AVE PRESIDENTE ANTONIO CARLOS, 8151;SÃO LUÍZ;ENTRE RUA REPUBLICA SOCIALISTA DO VIETNA E AVE SANTA ROSA;;;MULTILINESTRING ((608412.36 7804737.50, 608419.24 7804744.95), (608420.71 7804746.54, 608425.18 7804751.39), (608428.82 7804755.33, 608433.41 7804760.29), (608435.48 7804762.53, 608443.76 7804771.50))
5586;;AVE OTACILIO NEGRAO DE LIMA, 12740;GARÇAS;ENTRE BEC SAO JOSE E AVE FRANCISCO NEGRAO DE LIMA;;2008-01-04 00:00:00;LINESTRING (605284.80 7805913.80, 605293.90 7805916.19)
5587;17-VHF-0032135-2010;AVE OTACILIO NEGRAO DE LIMA, 14370;JARDIM ATLÂNTICO;ENTRE   E VDP TRES MIL QUINHENTOS E VINTE E CINCO;2014-03-10 00:00:00;;LINESTRING (606031.90 7805219.31, 606024.81 7805214.53)
5588;17-VHF-159059T-2019;AVE OTACILIO NEGRAO DE LIMA, 17846;JARDIM ATLÂNTICO;ENTRE AVE MINISTRO GUILHERMINO DE OLIVEIRA E AVE DOM PEDRO I;2022-06-23 00:00:00;;LINESTRING (607990.32 7805492.07, 607988.26 7805486.58)
5589;17-VHF-125313T-2019;RUA DOS CONSTRUTORES, 755;ALÍPIO DE MELO;ENTRE RUA MARIANITA E RUA DOS NUTRICIONISTAS;2019-05-11 00:00:00;;LINESTRING (604031.36 7800111.65, 604037.30 7800116.12)
5592;03-VHF-0000007-2008;RUA F, 50;SANTA MARIA;ENTRE TRV UM MIL SETECENTOS E CINQUENTA E OITO E PCA UM MIL SETECENTOS E SESSENTA;2009-05-26 00:00:00;;LINESTRING (603005.65 7795591.62, 603011.78 7795587.90)
5594;18-VHF-143896T-2019;RUA ROSA ZANDONA, 8;CANDELÁRIA;ENTRE RUA VARGEM BONITA E VDP SEM NOME;;;LINESTRING (608541.45 7808640.20, 608535.49 7808637.03)
5595;22-HF-0009986-2014;AVE SENADOR LEVINDO COELHO, 4002;MANGUEIRAS;ENTRE RUA CORONEL NEWTON BARBABELA E RUA RUI BARBOSA DA SILVA;2015-02-20 00:00:00;;LINESTRING (601182.34 7786742.25, 601188.98 7786743.77)
5596;;RUA WILSON TAVARES RIBEIRO, 334;TEIXEIRA DIAS;ENTRE RUA ANTONIO TEIXEIRA DIAS E RUA MARIA AMELIA PIMENTA;;2008-02-28 00:00:00;LINESTRING (602554.68 7789834.06, 602559.21 7789831.81, 602562.15 7789830.35)
5598;18-VHF-042695T-2017;RUA GUIDO LEAO, 3;SERRA VERDE;ENTRE PCA FABRICIO SOARES DA SILVA E PCA FABRICIO SOARES DA SILVA;2017-12-06 00:00:00;;LINESTRING (609623.58 7810774.09, 609623.42 7810782.92)
5600;26-VHF-0009385-2014;RUA VALE DAS ROSAS, 14;JARDIM DO VALE;ENTRE RUA JARDIM DO VALE E BEC C;2015-06-01 00:00:00;;MULTILINESTRING ((601321.57 7787739.05, 601326.30 7787738.97), (601353.95 7787738.49, 601357.93 7787738.42), (601353.95 7787738.49, 601357.93 7787738.42))
5601;;RUA NEVADA, 21;CALIFÓRNIA;ENTRE TRV ANTONIO CARLOS OTTONI E RUA EVANGELINA PRATES;;2016-05-12 00:00:00;LINESTRING (603405.53 7796059.10, 603409.86 7796066.12)
5602;22-VHF-0046696-2012;VIA GERALDO DIAS, 10;SERRA DO CURRAL;ENTRE AVE SEM NOME E RUA O;2013-04-04 00:00:00;;LINESTRING (604300.50 7786868.33, 604307.04 7786867.64)
5603;26-VHF-185327T-2019;RUA ERCILIA SIQUEIRA, 1;CONJUNTO TAQUARIL;ENTRE RUA SAO JORGE E RUA DA LAGOA;2020-03-17 00:00:00;;LINESTRING (617258.84 7797676.66, 617263.60 7797673.86)
5604;22-VHF-0018917-2015;RUA DEPUTADA IVETE VARGAS, 135;SOLAR DO BARREIRO;ENTRE RUA ELVIRA VIANNA DOTI E RUA CINEASTA HUMBERTO MAURO;2015-08-06 00:00:00;;LINESTRING (603814.30 7787000.81, 603818.41 7787005.54)
5606;22-VHF-0001899-2015;RUA PASTORA MARIA ADRIANA, 10;INDEPENDÊNCIA;ENTRE RUA IRINEU GARCIA DE OLIVEIRA E  ;2015-11-10 00:00:00;;LINESTRING (601690.42 7785942.28, 601686.61 7785941.81)
